No,Card,CardNumber,ExpectedGrade,SearchQuery,MatchedName,MatchedSet,Printing,TCGPlayerId,CardNum,MarketPrice,Selected
68,Venusaur,30/165,9,Venusaur,Venusaur EX (141 Full Art),XY Base Set,Holofoil,90325,141/146,79.35,N
68,Venusaur,30/165,9,Venusaur,Venusaur,WoTC Promo,Holofoil,90311,13/53,187.19,N
68,Venusaur,30/165,9,Venusaur,Venusaur,Supreme Victors,Holofoil,90321,13,26.99,N
68,Venusaur,30/165,9,Venusaur,Venusaur ex,FireRed & LeafGreen,Holofoil,90323,112/112,291.25,N
68,Venusaur,30/165,9,Venusaur,M Venusaur EX (Full Art),XY - Evolutions,Holofoil,124113,100/108,36.07,N
68,Venusaur,30/165,9,Venusaur,Venusaur EX,Generations,Holofoil,113659,1/83,8.48,N
68,Venusaur,30/165,9,Venusaur,Venusaur & Snivy GX,SM - Cosmic Eclipse,Holofoil,200350,1/236,19.1,N
68,Venusaur,30/165,9,Venusaur,Celebi & Venusaur GX,SM - Team Up,Holofoil,183770,1/181,41.02,N
68,Venusaur,30/165,9,Venusaur,Venusaur EX,XY Base Set,Holofoil,90324,1/146,6.37,N
68,Venusaur,30/165,9,Venusaur,Venusaur EX,XY - Evolutions,Holofoil,124014,1/108,3.35,N
68,Venusaur,30/165,9,Venusaur,Venusaur,Rumble,Holofoil,90320,1,233.31,N
68,Venusaur,30/165,9,Venusaur,Venusaur (68),Expedition,Normal,90316,068/165,21.64,N
68,Venusaur,30/165,9,Venusaur,Venusaur (67),Expedition,Normal,90315,067/165,29.3,N
68,Venusaur,30/165,9,Venusaur,Venusaur (30),Expedition,Holofoil,90314,030/165,128.12,Y
68,Venusaur,30/165,9,Venusaur,Venusaur - 28/100 (EX Crystal Guardians),Deck Exclusives,Holofoil,177125,028/100,26.18,N
68,Venusaur,30/165,9,Venusaur,Venusaur - 28/100 (Regional Championships),League & Championship Cards,Normal,236464,028/100,69.99,N
68,Venusaur,30/165,9,Venusaur,Venusaur (Secret Wonders),Deck Exclusives,Normal,123444,020/132,3.91,N
68,Venusaur,30/165,9,Venusaur,Venusaur,Base Set 2,Holofoil,42462,018/130,74.07,N
68,Venusaur,30/165,9,Venusaur,Venusaur,Legendary Collection,Holofoil,90313,018/110,90.64,N
68,Venusaur,30/165,9,Venusaur,Venusaur,Base Set (Shadowless),1st Edition Holofoil,107010,015/102,72.38,N
68,Venusaur,30/165,9,Venusaur,Venusaur,Base Set,Holofoil,42355,015/102,132.61,N
68,Venusaur,30/165,9,Venusaur,Venusaur (DPPt Supreme Victors),Deck Exclusives,Normal,125073,013/147,6.72,N
68,Venusaur,30/165,9,Venusaur,Mega Venusaur ex - 013,ME: Mega Evolution Promo,Holofoil,666905,013,0.63,N
68,Venusaur,30/165,9,Venusaur,Mega Venusaur ex - 013,Jumbo Cards,Holofoil,668464,013,1.14,N
68,Venusaur,30/165,9,Venusaur,Venusaur V,Champion's Path,Holofoil,222990,01/73,2.1,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra - XY39 (Prerelease) [Staff],XY Promos,Holofoil,96414,XY39,85.63,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra - XY39 (Prerelease),XY Promos,Holofoil,96413,XY39,28.81,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra,SWSH10: Astral Radiance Trainer Gallery,Holofoil,272474,TG03/TG30,6.84,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra GX - SM155,SM Promos,Holofoil,178693,SM155,9.21,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra (H14),Aquapolis,Holofoil,86441,H14/H32,75,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra ex (Delta Species),Dragon Frontiers,Holofoil,86452,94/101,48.36,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra ex,Dragon,Holofoil,86451,92/97,75.59,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra (Prime),Unleashed,Holofoil,86448,85/95,40.26,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra - 2011 (Gustavo Wada),World Championship Decks,Normal,480416,85/95,6.93,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra,Plasma Freeze,Holofoil,86449,84/116,1.96,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra EX,XY - Fates Collide,Holofoil,117848,73/124,2.58,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra,Legends Awakened,Holofoil,86446,7/146,14.17,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra GX (Full Art),Dragon Majesty,Holofoil,175496,66/70,7.46,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra,SM - Burning Shadows,Holofoil,138511,31/147,0.46,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra,Neo Revelation,1st Edition,86442,19/64,11.07,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra GX,Dragon Majesty,Holofoil,175380,18/70,3.07,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra,Unleashed,Normal,86447,17/95,2.33,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra (148),Aquapolis,Holofoil,86444,148/147,205.34,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra ex - 131,SV: Scarlet & Violet Promo Cards,Holofoil,562019,131,62.67,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra EX (Full Art),XY - Fates Collide,Holofoil,117894,122/124,14.87,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra,Team Rocket Returns,Holofoil,86445,12/109,28.11,Y
69,Kingdra,12/109,9/10,Kingdra,Kingdra (Alpha),XY - Primal Clash,Holofoil,96006,108/160,9.29,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra,XY - Primal Clash,Normal,96005,107/160,0.45,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra (Delta Species),Holon Phantoms,Holofoil,86450,10/110,41.41,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra ex - 080/064,SV: Shrouded Fable,Holofoil,560391,080/064,2.82,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra EX - 73/124,Jumbo Cards,Holofoil,131868,073/124,7.48,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra - 037/196,Deck Exclusives,Normal,449536,037/196,0.15,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra,SWSH11: Lost Origin,Holofoil,283911,037/196,0.19,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra,SWSH05: Battle Styles,Holofoil,234161,033/163,0.32,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra,SV04: Paradox Rift,Holofoil,523641,032/182,0.21,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra (Cosmos Holo),Miscellaneous Cards & Products,Holofoil,617017,032/182,6.11,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra - 31/147 (SM Burning Shadows),Deck Exclusives,Normal,169761,031/147,0.62,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra (19),Aquapolis,Normal,86443,019/147,7.45,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra ex - 012/064,SV: Shrouded Fable,Holofoil,560322,012/064,0.64,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra ex (Shrouded Fable Stamped),Miscellaneous Cards & Products,Holofoil,664058,012/064,0.98,N
69,Kingdra,12/109,9/10,Kingdra,Kingdra,Neo Genesis,1st Edition Holofoil,86440,008/111,53.12,N
69,Kingdra,12/109,9/10,Kingdra,Code Card - Shrouded Fable Kingdra ex Special Illustration Collection,SV: Shrouded Fable,Normal,562363,,0.09,N
70,Mew,55/165,7/8,Mew,Mewtwo (56),Expedition,Normal,87420,056/165,42.97,N
70,Mew,55/165,7/8,Mew,Mew (55),Expedition,Normal,87398,055/165,75.44,Y
70,Mew,55/165,7/8,Mew,Mewtwo (20),Expedition,Holofoil,87418,020/165,454.42,N
70,Mew,55/165,7/8,Mew,Mew (19),Expedition,Holofoil,87396,019/165,175.94,N
71,Rocket's Sneasel,5,9,Rocket's Sneasel,Team Rocket's Sneasel,SV10: Destined Rivals,Holofoil,632936,128/182,0.12,N
71,Rocket's Sneasel,5,9,Rocket's Sneasel,Rocket's Sneasel ex,Team Rocket Returns,Holofoil,88794,103/109,234.66,N
71,Rocket's Sneasel,5,9,Rocket's Sneasel,Rocket's Sneasel - 5,Best of Promos,Normal,88793,005/009,17.41,Y
71,Rocket's Sneasel,5,9,Rocket's Sneasel,Rocket's Sneasel - 5 [Winner],Best of Promos,Normal,107877,005/009,28.9,N
72,Rocket's Scizor,4,9,Rocket's Scizor,Rocket's Scizor ex,Team Rocket Returns,Holofoil,88787,101/109,479.5,N
72,Rocket's Scizor,4,9,Rocket's Scizor,Rocket's Scizor - 4,Best of Promos,Normal,88786,004/009,26.26,Y
72,Rocket's Scizor,4,9,Rocket's Scizor,Rocket's Scizor - 4 [Winner],Best of Promos,Normal,167081,004/009,55.62,N
73,Dugtrio,10/165,8,Dugtrio,Alolan Dugtrio,SM Base Set,Holofoil,126959,87/149,0.4,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,SM - Unbroken Bonds,Normal,189185,86/214,0.33,N
73,Dugtrio,10/165,8,Dugtrio,Alolan Dugtrio,SM - Ultra Prism,Normal,157696,79/156,0.27,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,XY Base Set,Normal,85005,59/146,0.35,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,XY - Evolutions,Normal,124069,56/108,0.22,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,Crystal Guardians,Holofoil,85001,5/100,10.28,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,Generations,Normal,113697,39/83,0.38,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,Secret Wonders,Normal,85002,24/132,0.75,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,Platinum,Normal,85003,24/127,0.61,N
73,Dugtrio,10/165,8,Dugtrio,Team Rocket's Dugtrio - 239/217,ME: Ascended Heroes,Holofoil,676051,239/217,17.45,N
73,Dugtrio,10/165,8,Dugtrio,Dark Dugtrio (23),Team Rocket,1st Edition,84589,23/82,11.97,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,FireRed & LeafGreen,Normal,85000,22/112,1.81,N
73,Dugtrio,10/165,8,Dugtrio,Alolan Dugtrio - 208/191,SV08: Surging Sparks,Holofoil,589857,208/191,5.2,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,Triumphant,Normal,85004,19/102,0.87,N
73,Dugtrio,10/165,8,Dugtrio,Alolan Dugtrio,SM - Lost Thunder,Normal,178938,123/214,0.62,N
73,Dugtrio,10/165,8,Dugtrio,Alolan Dugtrio - 123/191,SV08: Surging Sparks,Normal,589856,123/191,0.1,N
73,Dugtrio,10/165,8,Dugtrio,Alolan Dugtrio,SM - Unbroken Bonds,Normal,189221,122/214,0.39,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,SV03: Obsidian Flames,Normal,509791,104/197,0.09,N
73,Dugtrio,10/165,8,Dugtrio,Team Rocket's Dugtrio - 101/217 (Team Rocket),ME: Ascended Heroes,Reverse Holofoil,676933,101/217,1.16,N
73,Dugtrio,10/165,8,Dugtrio,Team Rocket's Dugtrio - 101/217 (Energy Symbol Pattern),ME: Ascended Heroes,Reverse Holofoil,677073,101/217,0.99,N
73,Dugtrio,10/165,8,Dugtrio,Team Rocket's Dugtrio - 101/217,ME: Ascended Heroes,Normal,675913,101/217,0.35,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,SWSH01: Sword & Shield Base Set,Normal,208402,093/202,0.13,N
73,Dugtrio,10/165,8,Dugtrio,Alolan Dugtrio - 87/149 (Cosmos Holo),Blister Exclusives,Holofoil,173106,087/149,1.98,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,SWSH03: Darkness Ablaze,Normal,219473,085/189,0.1,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,SWSH06: Chilling Reign,Normal,241742,077/198,0.11,N
73,Dugtrio,10/165,8,Dugtrio,Dark Dugtrio (6),Team Rocket,1st Edition Holofoil,84588,06/82,64.24,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,Skyridge,Normal,84999,052/144,15.78,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,SV: Scarlet & Violet 151,Normal,516216,051/165,0.09,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio (44),Expedition,Normal,84998,044/165,5.05,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,Base Set 2,Normal,42468,023/130,3.09,N
73,Dugtrio,10/165,8,Dugtrio,Brock's Dugtrio,Gym Challenge,1st Edition,83962,022/132,13,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,Base Set,Normal,42359,019/102,8.13,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio,Base Set (Shadowless),1st Edition,107014,019/102,188.08,N
73,Dugtrio,10/165,8,Dugtrio,Alolan Dugtrio - 11/12,McDonald's Promos 2019,Holofoil,200976,011/012,6.49,N
73,Dugtrio,10/165,8,Dugtrio,Dugtrio (10),Expedition,Holofoil,84996,010/165,61.55,Y
73,Dugtrio,10/165,8,Dugtrio,Dugtrio - 5/100 (EX Crystal Guardians),Deck Exclusives,Normal,177126,005/100,4.19,N
74,Butterfree,51/165,5,Butterfree,Butterfree (38),Expedition,Normal,84064,038/165,12.63,Y
75,Raichu,H25/H32,8,Raichu,Raichu GX - SM90,SM Promos,Holofoil,155587,SM90,8.6,N
75,Raichu,H25/H32,8,Raichu,Raichu GX - SM90,Jumbo Cards,Holofoil,155588,SM90,4.71,N
75,Raichu,H25/H32,8,Raichu,Alolan Raichu - SM72 (Prerelease),SM Promos,Holofoil,151701,SM72,16.26,N
75,Raichu,H25/H32,8,Raichu,Alolan Raichu - SM72 (Prerelease) [Staff],SM Promos,Holofoil,151708,SM72,89.99,N
75,Raichu,H25/H32,8,Raichu,Alolan Raichu - SM65,Jumbo Cards,Holofoil,156258,SM65,10.46,N
75,Raichu,H25/H32,8,Raichu,Alolan Raichu - SM65 (#56 Pikachu Stamped),Battle Academy,Normal,219107,SM65,0.74,N
75,Raichu,H25/H32,8,Raichu,Alolan Raichu - SM65 (#25 Pikachu Stamped),Battle Academy,Normal,219106,SM65,0.68,N
75,Raichu,H25/H32,8,Raichu,Alolan Raichu - SM65,SM Promos,Holofoil,156111,SM65,3.23,N
75,Raichu,H25/H32,8,Raichu,Raichu GX - SM213,Jumbo Cards,Holofoil,205168,SM213,4.44,N
75,Raichu,H25/H32,8,Raichu,Raichu GX - SM213,SM Promos,Holofoil,197876,SM213,1.47,N
75,Raichu,H25/H32,8,Raichu,Dark Raichu - S3/S4 (Box Topper),Jumbo Cards,Reverse Holofoil,210843,S3/S4,185,N
75,Raichu,H25/H32,8,Raichu,Raichu,Generations: Radiant Collection,Normal,113751,RC9/RC32,10.65,N
75,Raichu,H25/H32,8,Raichu,Raichu (H25),Skyridge,Holofoil,88502,H25/H32,139.99,Y
75,Raichu,H25/H32,8,Raichu,Raichu - DP21,Diamond and Pearl Promos,Holofoil,88512,DP21,18.67,N
75,Raichu,H25/H32,8,Raichu,Raichu LV.X,Stormfront,Holofoil,88528,99/100,86.43,N
75,Raichu,H25/H32,8,Raichu,Raichu ex,Sandstorm,Holofoil,88525,98/100,116.01,N
75,Raichu,H25/H32,8,Raichu,Raichu ex,Emerald,Holofoil,88526,97/106,124.74,N
75,Raichu,H25/H32,8,Raichu,Water Energy (#9),HGSS Trainer Kit: Gyarados & Raichu,Normal,90519,9/30,0.3,N
75,Raichu,H25/H32,8,Raichu,Fighting Energy (#9),SM Trainer Kit: Lycanroc & Alolan Raichu,Normal,152823,9/30,0.1,N
75,Raichu,H25/H32,8,Raichu,Lightning Energy (#9),HGSS Trainer Kit: Gyarados & Raichu,Normal,86773,9/30,0.3,N
75,Raichu,H25/H32,8,Raichu,Lightning Energy (#9),SM Trainer Kit: Lycanroc & Alolan Raichu,Normal,152856,9/30,0.05,N
75,Raichu,H25/H32,8,Raichu,Raichu (Prime),Undaunted,Holofoil,88519,83/90,81.63,N
75,Raichu,H25/H32,8,Raichu,Dark Raichu,Team Rocket,1st Edition Holofoil,84647,83/82,189.93,N
75,Raichu,H25/H32,8,Raichu,Fighting Energy (#8),SM Trainer Kit: Lycanroc & Alolan Raichu,Normal,152822,8/30,0.08,N
75,Raichu,H25/H32,8,Raichu,Lightning Energy (#8),SM Trainer Kit: Lycanroc & Alolan Raichu,Normal,152855,8/30,0.08,N
75,Raichu,H25/H32,8,Raichu,Water Energy (#8),HGSS Trainer Kit: Gyarados & Raichu,Normal,90518,8/30,0.28,N
75,Raichu,H25/H32,8,Raichu,Raichu,Stormfront,Holofoil,88513,8/100,18.97,N
75,Raichu,H25/H32,8,Raichu,Raichu,Supreme Victors,Normal,88515,77,2.28,N
75,Raichu,H25/H32,8,Raichu,Raichu GX (Secret),Shining Legends,Holofoil,146737,75/73,40.08,N
75,Raichu,H25/H32,8,Raichu,Fighting Energy (#7),SM Trainer Kit: Lycanroc & Alolan Raichu,Normal,152821,7/30,0.1,N
75,Raichu,H25/H32,8,Raichu,Lightning Energy (#7),SM Trainer Kit: Lycanroc & Alolan Raichu,Normal,152854,7/30,0.09,N
75,Raichu,H25/H32,8,Raichu,Raichu,SM - Cosmic Eclipse,Normal,201983,67/236,0.78,N
75,Raichu,H25/H32,8,Raichu,Fighting Energy (#6),SM Trainer Kit: Lycanroc & Alolan Raichu,Normal,152820,6/30,0.09,N
75,Raichu,H25/H32,8,Raichu,Water Energy (#6),HGSS Trainer Kit: Gyarados & Raichu,Normal,90516,6/30,0.15,N
75,Raichu,H25/H32,8,Raichu,Golbat,SM Trainer Kit: Lycanroc & Alolan Raichu,Normal,152863,6/30,0.18,N
75,Raichu,H25/H32,8,Raichu,Alolan Raichu,SM - Unified Minds,Holofoil,194983,57/236,4.75,N
75,Raichu,H25/H32,8,Raichu,Raichu,SM - Unbroken Bonds,Normal,189154,55/214,0.49,N
75,Raichu,H25/H32,8,Raichu,Raichu & Alolan Raichu GX,SM - Unified Minds,Holofoil,194977,54/236,28.92,N
75,Raichu,H25/H32,8,Raichu,Raichu & Alolan Raichu GX - 2019 (Haruki Miyamoto),World Championship Decks,Normal,482103,54/236,10.11,N
75,Raichu,H25/H32,8,Raichu,Raichu,Holon Phantoms,Normal,88508,51/110,2.85,N
75,Raichu,H25/H32,8,Raichu,Raichu BREAK,XY - BREAKthrough,Holofoil,107169,50/162,7.95,N
75,Raichu,H25/H32,8,Raichu,Bill (#5),HGSS Trainer Kit: Gyarados & Raichu,Normal,83833,5/30,0.3,N
75,Raichu,H25/H32,8,Raichu,Fighting Energy (#5),SM Trainer Kit: Lycanroc & Alolan Raichu,Normal,152819,5/30,0.09,N
75,Raichu,H25/H32,8,Raichu,Lightning Energy (#5),HGSS Trainer Kit: Gyarados & Raichu,Normal,86769,5/30,0.55,N
75,Raichu,H25/H32,8,Raichu,Lightning Energy (#5),SM Trainer Kit: Lycanroc & Alolan Raichu,Normal,152853,5/30,0.01,N
75,Raichu,H25/H32,8,Raichu,Raichu,XY - BREAKthrough,Normal,107168,49/162,0.9,N
75,Raichu,H25/H32,8,Raichu,Raichu,Majestic Dawn,Normal,88511,45/100,1.39,N
75,Raichu,H25/H32,8,Raichu,Raichu,XY Base Set,Holofoil,88523,43/146,1.31,N
75,Raichu,H25/H32,8,Raichu,Raichu,SM - Burning Shadows,Holofoil,138523,41/147,0.83,N
75,Raichu,H25/H32,8,Raichu,Raichu,Next Destinies,Normal,88522,40/99,1.92,N
76,Crobat,H5/H32,9/10,Crobat,Crobat BREAK,XY Promos,Holofoil,126560,XY181,8.81,N
76,Crobat,H5/H32,9/10,Crobat,Crobat V,SWSH11: Lost Origin Trainer Gallery,Holofoil,284290,TG20/TG30,7.95,N
76,Crobat,H5/H32,9/10,Crobat,Crobat V - SWSH110,SWSH: Sword & Shield Promo Cards,Holofoil,245875,SWSH110,0.85,N
76,Crobat,H5/H32,9/10,Crobat,Crobat VMAX - SWSH099,Jumbo Cards,Holofoil,232614,SWSH099,3.68,N
76,Crobat,H5/H32,9/10,Crobat,Crobat VMAX - SWSH099,SWSH: Sword & Shield Promo Cards,Holofoil,232613,SWSH099,1.94,N
76,Crobat,H5/H32,9/10,Crobat,Crobat V - SWSH098,SWSH: Sword & Shield Promo Cards,Holofoil,232612,SWSH098,1.39,N
76,Crobat,H5/H32,9/10,Crobat,Crobat (H5),Skyridge,Holofoil,84483,H05/H32,78.74,Y
76,Crobat,H5/H32,9/10,Crobat,Crobat - BW51 (Team Plasma) (Prerelease),Black and White Promos,Holofoil,84492,BW51,22.71,N
76,Crobat,H5/H32,9/10,Crobat,Crobat - BW51 (Team Plasma) (Prerelease) [Staff],Black and White Promos,Holofoil,96573,BW51,40.28,N
76,Crobat,H5/H32,9/10,Crobat,Crobat ex,Deoxys,Holofoil,84493,96/107,100.39,N
76,Crobat,H5/H32,9/10,Crobat,Crobat (Prime),Unleashed,Holofoil,84489,84/95,52.91,N
76,Crobat,H5/H32,9/10,Crobat,Crobat,SM - Unbroken Bonds,Holofoil,189166,66/214,0.69,N
76,Crobat,H5/H32,9/10,Crobat,Crobat,SM Base Set,Holofoil,126927,56/149,0.41,N
76,Crobat,H5/H32,9/10,Crobat,Crobat (Team Plasma),Plasma Storm,Holofoil,84491,55/135,3.36,N
76,Crobat,H5/H32,9/10,Crobat,Crobat G,Platinum,Normal,84494,47/127,2.79,N
76,Crobat,H5/H32,9/10,Crobat,Crobat G - 2009 (Jason Martinez),World Championship Decks,Normal,479876,47/127,1.95,N
76,Crobat,H5/H32,9/10,Crobat,Crobat G - 2010 (Mychael Bryan),World Championship Decks,Normal,480020,47/127,1.34,N
76,Crobat,H5/H32,9/10,Crobat,Crobat G - 2009 (Stephen Silvestro),World Championship Decks,Normal,479875,47/127,3.04,N
76,Crobat,H5/H32,9/10,Crobat,Crobat G - 2009 (Tsubasa Nakamura),World Championship Decks,Normal,479874,47/127,2.75,N
76,Crobat,H5/H32,9/10,Crobat,Crobat G - 2010 (Yuka Furusawa),World Championship Decks,Normal,480022,47/127,4.03,N
76,Crobat,H5/H32,9/10,Crobat,Crobat G - 2010 (Yuta Komatsuda),World Championship Decks,Normal,480021,47/127,4.99,N
76,Crobat,H5/H32,9/10,Crobat,Crobat,XY - Phantom Forces,Normal,94166,33/119,0.42,N
76,Crobat,H5/H32,9/10,Crobat,Crobat - 2015 (Patrick Martinez),World Championship Decks,Normal,481172,33/119,1.78,N
76,Crobat,H5/H32,9/10,Crobat,Crobat - 2015 (Rowan Stavenow),World Championship Decks,Normal,481173,33/119,0.97,N
76,Crobat,H5/H32,9/10,Crobat,Dark Crobat,Team Rocket Returns,Holofoil,84577,3/109,29.51,N
76,Crobat,H5/H32,9/10,Crobat,Crobat,Hidden Legends,Holofoil,84486,3/101,15.22,N
76,Crobat,H5/H32,9/10,Crobat,Team Rocket's Crobat ex - 242/182,SV10: Destined Rivals,Holofoil,633042,242/182,17.44,N
76,Crobat,H5/H32,9/10,Crobat,Team Rocket's Crobat ex - 234/182,SV10: Destined Rivals,Holofoil,633034,234/182,58.97,N
76,Crobat,H5/H32,9/10,Crobat,Crobat,Mysterious Treasures,Normal,84487,23/123,3.98,N
76,Crobat,H5/H32,9/10,Crobat,Team Rocket's Crobat ex - 217/182,SV10: Destined Rivals,Holofoil,633017,217/182,3.94,N
76,Crobat,H5/H32,9/10,Crobat,Crobat (Delta Species),Delta Species,Holofoil,84490,2/113,17.58,N
76,Crobat,H5/H32,9/10,Crobat,Crobat V (Full Art),SWSH03: Darkness Ablaze,Holofoil,219304,182/189,2.34,N
76,Crobat,H5/H32,9/10,Crobat,Crobat (147),Skyridge,Holofoil,84485,147/144,700,N
76,Crobat,H5/H32,9/10,Crobat,Crobat,Unleashed,Normal,84488,14/95,1.1,N
76,Crobat,H5/H32,9/10,Crobat,Team Rocket's Crobat ex - 122/182,Prize Pack Series Cards,Holofoil,671689,122/182,16.24,N
76,Crobat,H5/H32,9/10,Crobat,Team Rocket's Crobat ex - 122/182,SV10: Destined Rivals,Holofoil,632930,122/182,0.66,N
76,Crobat,H5/H32,9/10,Crobat,Crobat,SV04: Paradox Rift,Normal,523786,112/182,0.06,N
76,Crobat,H5/H32,9/10,Crobat,Crobat,SWSH12: Silver Tempest,Holofoil,451759,105/195,0.19,N
76,Crobat,H5/H32,9/10,Crobat,Crobat V,SWSH03: Darkness Ablaze,Holofoil,219406,104/189,0.79,N
76,Crobat,H5/H32,9/10,Crobat,Crobat V,Prize Pack Series Cards,Holofoil,476048,104/189,73.19,N
76,Crobat,H5/H32,9/10,Crobat,Crobat V - 2022 (Ondrej Skubal),World Championship Decks,Normal,485051,104/189,1.05,N
76,Crobat,H5/H32,9/10,Crobat,Crobat - 091/163,Deck Exclusives,Normal,234559,091/163,0.36,N
76,Crobat,H5/H32,9/10,Crobat,Crobat,SWSH05: Battle Styles,Holofoil,234202,091/163,0.29,N
76,Crobat,H5/H32,9/10,Crobat,Crobat,Prize Pack Series Cards,Normal,476047,091/163,1.5,N
76,Crobat,H5/H32,9/10,Crobat,Crobat - 56/149 (Prerelease Kit Exclusive),Deck Exclusives,Normal,149300,056/149,3.42,N
76,Crobat,H5/H32,9/10,Crobat,Crobat - 56/149 (Cosmos Holo),Blister Exclusives,Holofoil,173101,056/149,3.71,N
76,Crobat,H5/H32,9/10,Crobat,Crobat VMAX,Shining Fates,Holofoil,232515,045/072,1.35,N
76,Crobat,H5/H32,9/10,Crobat,Crobat V,Shining Fates,Holofoil,232512,044/072,0.86,N
76,Crobat,H5/H32,9/10,Crobat,Crobat,Neo Revelation,1st Edition Holofoil,84482,04/64,68.95,N
76,Crobat,H5/H32,9/10,Crobat,Crobat - 33/119 (Cosmos Holo),Miscellaneous Cards & Products,Holofoil,148385,033/119,2.88,N
77,Typhlosion,28/165,5,Typhlosion,Hisuian Typhlosion V - SWSH237,SWSH: Sword & Shield Promo Cards,Holofoil,275167,SWSH237,0.89,N
77,Typhlosion,28/165,5,Typhlosion,Typhlosion - SM185,SM Promos,Holofoil,189758,SM185,5.51,N
77,Typhlosion,28/165,5,Typhlosion,Typhlosion (Prime) - HGSS09,HGSS Promos,Holofoil,90108,HGSS09,48.61,N
77,Typhlosion,28/165,5,Typhlosion,Typhlosion ex,Sandstorm,Holofoil,90111,99/100,159.21,N
77,Typhlosion,28/165,5,Typhlosion,Typhlosion,SM - Lost Thunder,Holofoil,178845,42/214,10.02,N
77,Typhlosion,28/165,5,Typhlosion,Typhlosion,Call of Legends,Normal,90109,35/95,4.54,N
77,Typhlosion,28/165,5,Typhlosion,Typhlosion,HeartGold SoulSilver,Normal,90106,32/123,8.53,N
77,Typhlosion,28/165,5,Typhlosion,Typhlosion,XY - BREAKthrough,Holofoil,107139,20/162,4.62,N
77,Typhlosion,28/165,5,Typhlosion,Hisuian Typhlosion VSTAR (Secret),SWSH10: Astral Radiance,Holofoil,272447,193/189,11.31,N
77,Typhlosion,28/165,5,Typhlosion,Ethan's Typhlosion - 190/182,SV10: Destined Rivals,Holofoil,632990,190/182,25.68,N
77,Typhlosion,28/165,5,Typhlosion,Typhlosion,Unseen Forces,Holofoil,90103,17/115,94.95,N
77,Typhlosion,28/165,5,Typhlosion,Hisuian Typhlosion V (Full Art),SWSH10: Astral Radiance,Holofoil,272709,169/189,4.98,N
77,Typhlosion,28/165,5,Typhlosion,Typhlosion,Mysterious Treasures,Holofoil,90105,16/123,19.95,N
77,Typhlosion,28/165,5,Typhlosion,Typhlosion (Delta Species),Dragon Frontiers,Holofoil,90110,12/101,50.06,N
77,Typhlosion,28/165,5,Typhlosion,Typhlosion - 2011 (Christopher Kan),World Championship Decks,Normal,480514,110/123,6.22,N
